,시점,const,경제심리지수(원계열),뉴스심리지수,원자재구입가격실적,달러결제수출비율,달러결제수입비율,달러결제순수입액,KO/US M2,BIRDIFF,TNDIFF,KO/US FER,KO/US PPI,KO/US SI,EIRDIFF,KRW/USD
137,201606,1.0,94.4,91.55,0.06,0.851,0.773,-12265.599999999999,182.77902103370084,-0.875,-0.14700000000000002,3.0711687669883023,0.9185528756957329,0.10989130501467094,1.4000000000000004,1120.2
138,201607,1.0,95.7,104.94,0.07,0.8370000000000001,0.784,-8069.300000000003,183.8901954070396,-0.875,0.052000000000000046,3.0807399337006824,0.9142249745817543,0.10938388389040073,1.1999999999999997,1114.8
139,201608,1.0,97.7,98.43,0.02,0.852,0.772,-7099.699999999997,183.8972093274734,-0.875,0.16300000000000003,3.0805600684147727,0.9167515510695435,0.11057351604923242,0.9000000000000004,1101.3
140,201609,1.0,97.2,90.38,0.03,0.843,0.782,-7861.700000000001,182.86480693289897,-0.875,0.08200000000000007,3.117061814643697,0.9171827340789352,0.11162405813804234,1.0,1144.5
141,201610,1.0,95.9,91.4,0.03,0.841,0.8009999999999999,-7249.399999999998,182.97307215927336,-0.875,0.22999999999999998,3.1495267780755856,0.9150501057276823,0.11069030482151776,1.1000000000000005,1169.1
142,201611,1.0,95.4,91.49,0.09,0.843,0.7859999999999999,-8929.400000000001,182.26674146060432,-0.875,0.4159999999999997,3.2157708453029095,0.9174084610443242,0.10371907352075291,1.1,1207.7
143,201612,1.0,93.9,94.33,0.13,0.841,0.7979999999999999,-7367.299999999996,181.0133234084467,-0.625,0.28500000000000014,3.2362230384874753,0.9230276404905728,0.1025401515994859,1.3000000000000003,1162.1
144,201701,1.0,95.8,98.53,0.19,0.8370000000000001,0.8059999999999999,-3340.0000000000036,180.81766504035656,-0.625,0.34199999999999964,3.2356217704206474,0.9314457392571013,0.10408581515689871,1.3000000000000003,1130.7
145,201702,1.0,97.7,98.12,0.13,0.833,0.789,-7397.799999999999,182.41027086339585,-0.625,0.2270000000000003,3.2278632741451787,0.9350873998543335,0.10050047472064515,0.6999999999999997,1118.4
146,201703,1.0,100.0,100.7,0.13,0.833,0.772,-7651.4000000000015,180.72644663015038,-0.375,0.16599999999999993,3.228554272628578,0.93302435478008,0.10454469342145124,0.7000000000000002,1137.9
147,201704,1.0,99.6,114.09,0.07,0.8490000000000001,0.7859999999999999,-13340.8,180.34526354589016,-0.375,0.09799999999999986,3.207540902059924,0.9300889776647903,0.10531930693187512,0.5000000000000004,1119.5
148,201705,1.0,100.6,115.67,0.07,0.835,0.7879999999999999,-6565.800000000003,181.82582881231397,-0.375,-0.05400000000000027,3.1900049613083694,0.926040061633282,0.1117339762431189,0.9000000000000004,1144.1
149,201706,1.0,99.8,111.37,0.06,0.848,0.778,-11925.100000000002,182.2078449353281,-0.125,0.1389999999999998,3.189981643070888,0.9199963840173566,0.11202957615658912,0.5999999999999996,1119.0
150,201707,1.0,99.1,111.31,0.07,0.85,0.782,-11301.899999999998,181.79904890904274,-0.125,0.04200000000000026,3.1722518643456366,0.9158349069328298,0.10975728971382004,0.7999999999999998,1127.8
151,201708,1.0,100.1,96.0,0.12,0.85,0.789,-8072.0999999999985,181.89785186432982,-0.125,-0.16999999999999993,3.1593237893332073,0.9199712256092079,0.10767173468318443,0.40000000000000036,1145.4
152,201709,1.0,98.9,101.27,0.17,0.851,0.778,-14453.600000000002,183.1530188610412,-0.125,0.04800000000000004,3.173258683433472,0.9285971871619185,0.10687169745803296,0.5999999999999996,1120.4
153,201710,1.0,102.0,109.8,0.16,0.8540000000000001,0.7929999999999999,-8244.199999999997,182.02671863977832,-0.125,-0.07600000000000007,3.2026338596543256,0.9239247311827957,0.10794388045808657,0.5,1088.2
154,201711,1.0,102.0,116.95,0.14,0.847,0.782,-9230.800000000003,182.5601415350328,-0.375,-0.1299999999999999,3.184886087055357,0.9198142691311725,0.10202431985366064,0.5,1070.5
155,201712,1.0,101.7,109.22,0.13,0.852,0.789,-7420.300000000003,181.45239153818574,-0.125,-0.06700000000000017,3.1860533811082696,0.9162517780938834,0.09982070631678507,0.49999999999999956,1067.9
156,201801,1.0,99.4,112.79,0.19,0.841,0.7979999999999999,-4856.199999999997,184.2909378133318,-0.125,0.07900000000000018,3.1627472006344752,0.9177086104460406,0.0981460753004181,0.7000000000000002,1082.8
157,201802,1.0,101.0,105.06,0.2,0.8390000000000001,0.7909999999999999,-4377.800000000003,185.5220411434678,-0.125,0.09100000000000019,3.1609323781336585,0.9176231679321915,0.0969811260447797,0.39999999999999947,1063.5
158,201803,1.0,97.8,103.38,0.18,0.831,0.774,-7875.600000000006,184.17849048535385,0.125,0.030999999999999694,3.1679948156397315,0.9141223053233611,0.10147445703064874,-0.09999999999999964,1068.0
159,201804,1.0,99.6,105.14,0.12,0.8370000000000001,0.7829999999999999,-7490.699999999997,183.67227691104873,0.125,0.29800000000000004,3.225994770517234,0.9137385804638088,0.10409983797642278,0.20000000000000018,1077.7
160,201805,1.0,101.8,105.63,0.18,0.831,0.79,-6981.300000000003,186.6781207976882,0.125,0.10199999999999987,3.2506435603069535,0.9179058512978442,0.0992392643464243,0.0,1114.5
161,201806,1.0,100.2,101.77,0.14,0.8440000000000001,0.802,-7056.0,187.02644461338429,0.375,0.20399999999999974,3.2767916863093207,0.9181698196216453,0.09583827227177985,0.3999999999999999,1118.7
162,201807,1.0,95.4,91.39,0.2,0.8490000000000001,0.804,-7876.100000000006,186.737391563191,0.375,0.41100000000000003,3.2247355795830956,0.9146745768626766,0.0903105583708011,0.0,1112.9
163,201808,1.0,96.5,96.4,0.18,0.855,0.8109999999999999,-7773.5,186.5530360256691,0.375,0.4019999999999997,3.222015452269823,0.9227197055988785,0.08946258822514465,-0.7999999999999998,1109.3
164,201809,1.0,99.0,101.08,0.16,0.863,0.815,-10271.0,187.45232578611922,0.625,0.746,3.251877959521624,0.9277055516514406,0.08855705447551261,-0.39999999999999947,1139.6
165,201810,1.0,95.0,87.38,0.14,0.846,0.8220000000000001,-6580.300000000003,188.8724069457941,0.625,0.806,3.274630363336577,0.9253560752593635,0.08081340162511508,-0.20000000000000018,1121.2
166,201811,1.0,94.0,93.82,0.11,0.851,0.8190000000000001,-5454.299999999996,188.50397401631696,0.375,0.7789999999999999,3.253732729126086,0.9157101550863052,0.0821059688015644,-0.10000000000000009,1115.7
167,201812,1.0,94.3,92.51,0.04,0.848,0.812,-5135.5999999999985,186.89181108465755,0.625,0.6920000000000002,3.229950963543017,0.906642259414226,0.08749516664051724,0.19999999999999973,1112.7
168,201901,1.0,91.9,97.39,0.04,0.826,0.818,-1187.5,188.08147644864738,0.625,0.6379999999999999,3.220007013117197,0.8995670995670996,0.08819516417616713,0.10000000000000009,1124.7
169,201902,1.0,97.1,96.02,0.09,0.8320000000000001,0.805,-3325.7999999999993,190.22879620050134,0.625,0.7269999999999999,3.224390483715941,0.899731810710269,0.08471369038431857,0.0,1135.1
170,201903,1.0,96.3,95.9,0.12,0.836,0.7829999999999999,-6385.0999999999985,189.6150420312232,0.625,0.45199999999999974,3.23375773911696,0.9035497835497835,0.08255992977660259,-0.10000000000000009,1168.2
171,201904,1.0,97.3,101.71,0.08,0.838,0.7909999999999999,-5244.700000000004,188.77156534226904,0.625,0.6129999999999998,3.2389921653280997,0.904659002506699,0.08286381595695996,-0.49999999999999956,1190.9
172,201905,1.0,93.9,94.94,0.11,0.823,0.821,-1824.9000000000015,190.2722538593482,0.625,0.29699999999999993,3.159387256250442,0.9049140685724155,0.0822783279817401,-0.19999999999999973,1154.7
173,201906,1.0,94.6,95.01,0.07,0.833,0.81,-4184.5999999999985,190.97191003610502,0.625,0.3869999999999998,3.13454850694995,0.9061578490893323,0.08009861668964915,-0.2999999999999998,1183.1
174,201907,1.0,91.7,89.57,0.08,0.831,0.8,-3274.5999999999985,189.50222081218277,0.875,0.5079999999999998,3.166697565390078,0.9023231712583124,0.07536218181249667,-0.2999999999999998,1211.2
175,201908,1.0,91.0,83.5,0.06,0.8420000000000001,0.815,-2460.0,191.25041453803343,0.625,0.242,3.1136374564343736,0.9083261058109281,0.07452824043073436,0.20000000000000018,1196.2
176,201909,1.0,93.7,95.32,0.07,0.8490000000000001,0.809,-6527.700000000004,190.43186670937092,0.375,0.2450000000000001,3.1441458992212836,0.9080589254766032,0.07664535534087781,0.0,1163.4
177,201910,1.0,93.0,92.99,0.04,0.838,0.8059999999999999,-5747.299999999996,190.04196609361972,0.375,0.1140000000000001,3.152650987777468,0.9013623038454907,0.07703402655379327,0.10000000000000009,1181.2
178,201911,1.0,93.9,104.01,0.03,0.833,0.809,-3753.699999999997,191.18963393056086,0.375,0.026000000000000023,3.1780637631313717,0.9045927209705372,0.0744333350801261,-0.10000000000000009,1156.4
179,201912,1.0,94.7,105.59,0.06,0.8370000000000001,0.802,-3229.4000000000015,189.04198540145987,0.375,0.2649999999999999,3.170885830006994,0.9093910172878117,0.07700736270097455,0.10000000000000009,1191.8
180,202001,1.0,97.2,102.02,0.09,0.8420000000000001,0.828,-921.4000000000015,189.80542439810094,0.375,-0.14900000000000002,3.1716823373389484,0.9237735185510814,0.0749931961425579,0.0,1213.7
181,202002,1.0,89.6,82.04,0.09,0.8420000000000001,0.8009999999999999,-4822.300000000003,193.59806400863332,0.375,-0.391,3.1750624775840377,0.9160325373917607,0.07819992317791553,0.10000000000000009,1217.4
182,202003,1.0,68.6,71.21,0.03,0.833,0.7809999999999999,-5842.0999999999985,186.07848487680278,-0.625,-0.8150000000000001,3.117498149585758,0.9048117154811716,0.08005781770995878,0.5000000000000004,1218.2
183,202004,1.0,61.4,80.4,0.01,0.828,0.78,-457.5,176.13077782391784,-0.625,-0.877,3.1711226588379358,0.891681109185442,0.07906028531460356,10.799999999999999,1238.5
184,202005,1.0,63.4,90.36,-0.04,0.8420000000000001,0.764,-2862.9000000000015,172.6019479239972,-0.375,-0.7409999999999999,3.1427900802551076,0.8911688311688313,0.07995868118603275,8.899999999999999,1203.0
185,202006,1.0,68.1,98.84,0.01,0.841,0.763,-5676.0,170.34448674243473,-0.375,-0.7359999999999999,3.083377853898331,0.8942000172875789,0.08167744164928516,6.8,1191.3
186,202007,1.0,76.8,106.02,0.02,0.8290000000000001,0.784,-4991.200000000001,168.9948432987544,-0.375,-0.8320000000000001,2.9691930344014255,0.8902721730917833,0.08511210701247753,5.999999999999999,1187.8
187,202008,1.0,82.9,99.47,0.08,0.8420000000000001,0.7859999999999999,-5087.699999999997,168.83477567690048,-0.375,-0.668,2.9749711752645456,0.8961128310973513,0.0818208198719313,4.7,1169.5
188,202009,1.0,77.1,99.39,0.08,0.833,0.779,-9126.800000000003,168.96011047160803,-0.375,-0.85,3.0228728278705934,0.897138437741686,0.08479651880728498,3.8000000000000007,1135.1
189,202010,1.0,88.4,104.76,0.12,0.8240000000000001,0.777,-6545.300000000003,169.25131122623736,-0.375,-0.6329999999999999,3.052905650248289,0.8824677528852681,0.0855476650466387,2.7,1106.5
190,202011,1.0,91.4,112.67,0.04,0.8320000000000001,0.763,-7572.200000000004,168.15438409730493,-0.375,-0.7710000000000001,3.080260980466841,0.8759363689925089,0.08743113719118017,2.5,1086.3
191,202012,1.0,85.3,113.35,0.12,0.8420000000000001,0.763,-9141.199999999997,166.29001948811225,-0.375,-0.762,3.0400721881469446,0.8749582916249583,0.09388436697065458,2.4000000000000004,1118.8
192,202101,1.0,92.6,114.01,0.24,0.833,0.7979999999999999,-4542.299999999996,166.88937596166753,-0.375,-0.665,3.0581163540026224,0.8753611225753198,0.0992645072378598,1.5,1123.5
193,202102,1.0,96.2,107.14,0.25,0.8270000000000001,0.795,-3264.699999999997,168.51604871226056,-0.375,-0.43999999999999995,3.114593970607823,0.8741007194244605,0.09740443425447193,2.2,1131.8
194,202103,1.0,101.2,114.07,0.28,0.823,0.775,-5648.0999999999985,166.73624455900347,-0.375,-0.30000000000000004,3.155744497357675,0.87575978604425,0.09282219907796935,2.0999999999999996,1112.3
195,202104,1.0,105.3,119.42,0.37,0.823,0.79,-1937.2999999999956,164.99654547877196,-0.375,-0.41500000000000004,3.2035212315528034,0.8756622250762562,0.09292616793875103,2.3,1110.9
196,202105,1.0,105.4,115.54,0.36,0.8340000000000001,0.7879999999999999,-4577.9000000000015,166.64219772428498,-0.375,-0.5369999999999997,3.212026287360664,0.8740138656466652,0.09278804035395873,2.0,1126.1
197,202106,1.0,109.4,118.42,0.4,0.8390000000000001,0.787,-6287.4000000000015,167.33441011785894,-0.375,-0.6350000000000002,3.2359331050751527,0.8761919898283534,0.09554899049373508,2.2,1150.3
198,202107,1.0,103.8,117.3,0.4,0.845,0.7979999999999999,-4019.100000000006,167.3093758969444,-0.375,-0.754,3.2568598721840787,0.8779968454258675,0.09166385910938081,2.1000000000000005,1159.5
199,202108,1.0,105.3,109.78,0.37,0.852,0.8059999999999999,-3688.9000000000015,168.20350770654406,-0.625,-0.5960000000000001,1.833295726983432,0.8758707051733584,0.09047522491758513,2.0,1184.0
200,202109,1.0,104.5,106.41,0.33,0.843,0.812,-5183.9000000000015,167.46092629767708,-0.625,-0.5739999999999998,1.8383574964481701,0.8774410248398686,0.09067566641216503,1.7999999999999998,1168.6
201,202110,1.0,105.6,104.44,0.38,0.8440000000000001,0.821,-2787.2000000000044,168.96481037148033,-0.625,-0.847,1.8686178548887658,0.8750963762528914,0.08293457541075323,1.2999999999999998,1187.9
202,202111,1.0,106.3,110.79,0.39,0.852,0.825,-4037.9000000000015,168.6558947664603,-0.875,-0.911,1.8576546887312781,0.871530954559317,0.08232899466762866,1.1,1188.8
203,202112,1.0,104.5,111.48,0.29,0.845,0.8109999999999999,-1691.1000000000058,166.93942263716872,-0.875,-0.6769999999999998,1.8409253154958942,0.85469638049656,0.08194246841486806,0.2999999999999998,1205.5
204,202201,1.0,105.7,103.28,0.34,0.838,0.845,4771.300000000003,167.8208105046582,-1.125,-0.7150000000000001,1.849415791107343,0.8904394757131843,0.07580982048772823,0.7000000000000002,1202.3
205,202202,1.0,105.8,103.65,0.35,0.845,0.816,-2086.5,169.44827058959805,-1.125,-0.865,1.8419661744156872,0.8846535030875964,0.07963921327959496,1.0,1212.1
206,202203,1.0,103.5,103.64,0.53,0.851,0.818,-2100.5999999999985,167.13345717593123,-0.875,-0.44599999999999973,1.8537955756802396,0.8800986104885701,0.07952079611630888,0.8000000000000003,1255.9
207,202204,1.0,105.8,104.68,0.47,0.845,0.825,794.9000000000015,168.23853332784086,-1.125,-0.2849999999999997,1.8703468774163872,0.8889218889218888,0.08172462133697787,0.8000000000000003,1237.2
